glottocode,pref_name_for_society,title,definition,category,var_id,code,code_description
tupi1273,Tupinambá,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,6.0,(6 of 10)
tupi1273,Tupinambá,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,NA,Missing data
tupi1273,Tupinambá,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,6.0,(6 of 10)
tupi1273,Tupinambá,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,6.0,(6 of 10)
tupi1282,Guaraní,(Semi)divine ruler,"Ruler is considered divine, semi-divine, or sacred, or traces his descent from a god",Political Organization,CARNEIRO_326,0.0,absent
tuwa1243,Ifugao,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,2.0,(2 of 10)
tuwa1243,Ifugao,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,3.0,(3 of 10)
tuwa1243,Ifugao,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,2.0,(2 of 10)
tuwa1243,Ifugao,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,3.0,(3 of 10)
tuwa1243,Ifugao,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,4.0,Hereditary slavery present and of at least modest social significance
tuwa1243,Ifugao,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,6.0,(6 of 10)
tuwa1243,Ifugao,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,3.0,(3 of 10)
tuwa1243,Ifugao,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,2.0,(2 of 10)
tuwa1243,Ifugao,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,2.0,(2 of 10)
tuwa1243,Ifugao,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,2.0,(2 of 10)
tuwa1243,Ifugao,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,2.0,(2 of 10)
tuwa1243,Ifugao,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,4.0,(4 of 10)
tuwa1243,Ifugao,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,3.0,(3 of 10)
twan1247,Twana,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,8.0,(8 of 10)
twan1247,Twana,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,5.0,moderately strong inculcation (5 of 10)
twan1247,Twana,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,5.0,moderately strong inculcation (5 of 10)
twan1247,Twana,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,8.0,(8 of 10)
twan1247,Twana,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,8.0,(8 of 10)
twan1247,Twana,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,8.0,(8 of 10)
twan1247,Twana,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,5.0,moderately strong inculcation (5 of 10)
twan1247,Twana,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,5.0,moderately strong inculcation (5 of 10)
twan1247,Twana,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,5.0,moderately strong inculcation (5 of 10)
twan1247,Twana,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,4.0,Hereditary slavery present and of at least modest social significance
twan1247,Twana,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,8.0,(8 of 10)
twan1247,Twana,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,5.0,moderately strong inculcation (5 of 10)
twan1247,Twana,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,5.0,moderately strong inculcation (5 of 10)
umbu1257,Mbundu,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,3.0,(3 of 10)
umbu1257,Mbundu,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,2.0,(2 of 10)
umbu1257,Mbundu,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,6.0,(6 of 10)
umbu1257,Mbundu,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,6.0,(6 of 10)
umbu1257,Mbundu,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,6.0,(6 of 10)
umbu1257,Mbundu,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,6.0,(6 of 10)
umbu1257,Mbundu,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,6.0,(6 of 10)
umbu1257,Mbundu,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,4.0,Hereditary slavery present and of at least modest social significance
umbu1257,Mbundu,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,3.0,(3 of 10)
umbu1257,Mbundu,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,2.0,(2 of 10)
umbu1257,Mbundu,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,6.0,(6 of 10)
umbu1257,Mbundu,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,3.0,(3 of 10)
umbu1257,Mbundu,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,3.0,(3 of 10)
unam1242,Delaware,(Semi)divine ruler,"Ruler is considered divine, semi-divine, or sacred, or traces his descent from a god",Political Organization,CARNEIRO_326,0.0,absent
vall1251,Southern Valley Yokuts,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,6.0,(6 of 10)
vall1251,Southern Valley Yokuts,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,2.0,(2 of 10)
vall1251,Southern Valley Yokuts,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,1.0,Absence or near absence of slavery
vall1251,Southern Valley Yokuts,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,6.0,(6 of 10)
vall1251,Southern Valley Yokuts,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,8.0,(8 of 10)
vall1251,Southern Valley Yokuts,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,8.0,(8 of 10)
vall1251,Southern Valley Yokuts,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,6.0,(6 of 10)
vall1251,Southern Valley Yokuts,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,6.0,(6 of 10)
vall1251,Southern Valley Yokuts,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,2.0,(2 of 10)
vall1251,Southern Valley Yokuts,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,6.0,(6 of 10)
vall1251,Southern Valley Yokuts,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,8.0,(8 of 10)
vall1251,Southern Valley Yokuts,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,8.0,(8 of 10)
vall1251,Southern Valley Yokuts,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,6.0,(6 of 10)
vedd1240,Vedda,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,2.0,(2 of 10)
vedd1240,Vedda,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,NA,Missing data
vedd1240,Vedda,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,NA,Missing data
vedd1240,Vedda,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,2.0,(2 of 10)
vedd1240,Vedda,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,1.0,Absence or near absence of slavery
vedd1240,Vedda,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,NA,Missing data
vedd1240,Vedda,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,2.0,(2 of 10)
vedd1240,Vedda,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,NA,Missing data
vedd1240,Vedda,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,6.0,(6 of 10)
vedd1240,Vedda,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,NA,Missing data
vedd1240,Vedda,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,6.0,(6 of 10)
vedd1240,Vedda,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,4.0,(4 of 10)
vedd1240,Vedda,(Semi)divine ruler,"Ruler is considered divine, semi-divine, or sacred, or traces his descent from a god",Political Organization,CARNEIRO_326,0.0,absent
vedd1240,Vedda,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,NA,Missing data
vend1245,Venda,(Semi)divine ruler,"Ruler is considered divine, semi-divine, or sacred, or traces his descent from a god",Political Organization,CARNEIRO_326,1.0,present
viet1252,Annamese,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,3.0,(3 of 10)
viet1252,Annamese,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,3.0,Slavery reported but not identified as hereditary or nonhereditary
viet1252,Annamese,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,8.0,(8 of 10)
viet1252,Annamese,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,3.0,(3 of 10)
viet1252,Annamese,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,2.0,(2 of 10)
viet1252,Annamese,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,2.0,(2 of 10)
viet1252,Annamese,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,8.0,(8 of 10)
viet1252,Annamese,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,5.0,moderately strong inculcation (5 of 10)
viet1252,Annamese,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,2.0,(2 of 10)
viet1252,Annamese,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,2.0,(2 of 10)
viet1252,Annamese,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,NA,Missing data
viet1252,Annamese,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,5.0,moderately strong inculcation (5 of 10)
viet1252,Annamese,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,NA,Missing data
wara1303,Warao,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,1.0,Absence or near absence of slavery
wara1303,Warao,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,3.0,(3 of 10)
wara1303,Warao,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,2.0,(2 of 10)
wara1303,Warao,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,3.0,(3 of 10)
wara1303,Warao,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,2.0,(2 of 10)
wara1303,Warao,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,2.0,(2 of 10)
wara1303,Warao,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,NA,Missing data
wara1303,Warao,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,5.0,moderately strong inculcation (5 of 10)
wara1303,Warao,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,2.0,(2 of 10)
wara1303,Warao,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,NA,Missing data
wara1303,Warao,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,5.0,moderately strong inculcation (5 of 10)
wara1303,Warao,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,2.0,(2 of 10)
wara1303,Warao,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,5.0,moderately strong inculcation (5 of 10)
wayu1243,Wayuu,Obedience: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS324,NA,Missing data
wayu1243,Wayuu,Obedience: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS322,NA,Missing data
wayu1243,Wayuu,Achievement: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS310,5.0,moderately strong inculcation (5 of 10)
wayu1243,Wayuu,Competitiveness: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS303,6.0,(6 of 10)
wayu1243,Wayuu,Obedience: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS325,NA,Missing data
wayu1243,Wayuu,Obedience: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS323,NA,Missing data
wayu1243,Wayuu,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,5.0,moderately strong inculcation (5 of 10)
wayu1243,Wayuu,Achievement: Early Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS311,5.0,moderately strong inculcation (5 of 10)
wayu1243,Wayuu,Competitiveness: Early Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS302,6.0,(6 of 10)
wayu1243,Wayuu,"Slavery: type [Note, identical to EA070]",Murdock (1962-1971); Gray (1999),"Politics, Class, Economy, Labour",SCCS274,4.0,Hereditary slavery present and of at least modest social significance
wayu1243,Wayuu,Achievement: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS312,5.0,moderately strong inculcation (5 of 10)
wayu1243,Wayuu,Competitiveness: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS305,8.0,(8 of 10)
wayu1243,Wayuu,Competitiveness: Late Boy,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS304,8.0,(8 of 10)
west1508,Spanish Basques,Achievement: Late Girl,"Barry, H., Josephson, L., Lauer, E., & Marshall, C. (1976). Traits inculcated in childhood: Cross-cultural codes 5. Ethnology, 15(1), 83-106.","Childhood, Life cycle",SCCS313,6.0,(6 of 10)
